lemma	codlem	gen	codmorf	NoLemLat	NoLiLaL	NoLiLaH	NoB	NoO	NoD	LemLatLST	LiLaLST
adiuro	V1		VmF	2	1	0	1	0	1	721(a0628),71876(D05GH)	lemma/87498
adiutorium	N2	n	NcB	2	1	0	1	0	1	71878(D05H6),725(a0632)	lemma/87503
adiuuamen	N3B	n	NcC	2	1	0	1	0	1	728(a0634),71881(D05H8)	lemma/87505
adiuuamentum	N2	n	NcB	2	1	0	1	0	1	71880(D05H9),729(a0635)	lemma/87506
adiuuo	V1		VmF	4	1	0	1	0	3	732(a0639),149541(D05HC),149540(D05HA),149539(D05HB)	lemma/87510
admartyrizo	V1		VmF	2	1	0	1	0	1	147016(D061E),734(a0641)	lemma/87512
admensuro	V1		VmF	2	1	0	0	0	2	71907(D0621),71906(D0620)	lemma/27404
admentior	V4		VmL	2	1	0	1	0	1	738(a0645),147017(D0625)	lemma/87516
admigro	V1		VmF	2	1	0	1	0	1	147018(D062D),741(a0648)	lemma/87519
adminiculatio	N3B	f	NcC	2	1	0	1	0	1	744(a0651),71917(D062H)	lemma/87522
adminiculator	N3B	m	NcC	2	1	0	1	0	1	71919(D0631),745(a0652)	lemma/87523
adminiculum	N2	n	NcB	2	1	0	1	0	1	71916(D0632),747(a0857)	lemma/87749
administratio	N3B	f	NcC	2	1	0	1	0	1	71922(D0635),750(a0657)	lemma/87530
administrator	N3B	m	NcC	2	1	0	1	0	1	753(a0660),71923(D0636)	lemma/87533
admirabilis	N3A	*	Af-	4	1	0	1	0	3	756(a0663),71925(D063A),71926(D063B),71927(D063C)	lemma/87536
admiratio	N3B	f	NcC	3	1	0	1	0	2	71934(D0640),71935(D0641),758(a0665)	lemma/87538
admirator	N3B	m	NcC	2	1	0	1	0	1	760(a0667),71936(D0642)	lemma/87540
admisceo	V2		VmG	2	1	0	1	0	1	762(a0669),147021(D0645)	lemma/87543
admissio	N3B	f	NcC	2	1	0	1	0	1	71946(D064E),765(a0671)	lemma/87546
admissum	N2	n	NcB	2	1	0	1	0	1	71942(D064G),769(a9998)	lemma/91182
admissura	N1	f	NcA	2	1	0	1	0	1	770(a0656),71948(D064H)	lemma/87529
admitto	V3		VmH	3	1	0	1	0	2	71940(D0653),71939(D0652),772(a0676)	lemma/87551
admodio	V1		VmF	2	1	0	0	0	2	147022(D0656),147023(D0657)	lemma/27438
admodum	I		X--	2	1	0	1	0	1	778(a0681),71951(D0658)	lemma/87557
admonitio	N3B	f	NcC	3	1	0	1	0	2	782(a0685),71954(D065B),71955(D065C)	lemma/87561
admonitor	N3B	m	NcC	2	1	0	1	0	1	784(a0687),71956(D065D)	lemma/87563
admonitum	N2	n	NcB	2	1	0	1	0	1	787(a0711),71953(D065F)	lemma/87588
adnato	V1		VmF	2	1	0	1	0	1	147030(D066D),800(a0700)	lemma/87577
adnicto	V1		VmF	2	1	0	1	0	1	149950(D0670),809(a0707)	lemma/87584
adno	V1		VmF	2	1	0	1	0	1	812(a0709),147031(D066C)	lemma/87586
adnotamentum	N2	n	NcB	2	1	0	1	0	1	816(a0712),71972(D0674)	lemma/87590
adnumerator	N3B	m	NcC	2	1	0	1	0	1	825(a2073),71977(D067A)	lemma/89125
adnuo	V3		VmH	2	1	0	1	0	1	832(a0721),71975(D0678)	lemma/87599
adobo	V1		VmF	2	1	0	0	0	2	147034(D067H),147033(D067G)	lemma/27466
adonium	N2	n	NcB	2	1	0	1	0	1	842(a0728),71991(D068F)	lemma/87606
adoperor	V1		VmF	2	1	0	1	0	1	845(a0730),147035(D068G)	lemma/87608
adoptio	N3B	f	NcC	2	1	0	1	0	1	71999(D0695),856(a0738)	lemma/87617
adopto	V1		VmF	2	1	0	1	0	1	859(a0740),71997(D0691)	lemma/87620
adordino	V1		VmF	2	1	0	1	0	1	868(a0748),147036(D069D)	lemma/87628
adoria	N1	f	NcA	2	1	0	1	0	1	871(a0750),72005(D069H)	lemma/87630
adorno	V1		VmF	2	1	0	1	0	1	147038(D06A5),873(a0752)	lemma/87633
adoro	V1		VmF	2	1	0	1	0	1	874(a0753),147039(D0697)	lemma/87634
adpuncto	V1		VmF	2	1	0	0	0	2	151188(D06C5),151189(D06C6)	lemma/27516
adrasteus	N2/1	*	Af-	2	1	0	0	1	1	44755(2206),72036(D06D3)	lemma/27527
adriacus	N2/1	*	Af-	2	1	0	0	1	1	44766(2228),72044(D06E2)	lemma/27543
adrumo	V1		VmF	2	1	0	1	0	1	147042(D06EG),881(a0759)	lemma/87640
adtitulo	V1		VmF	2	1	0	0	0	2	72105(D0710),72104(D070H)	lemma/90558
aduantagium	N2	n	NcB	2	1	0	0	0	2	72113(D071E),72112(D071D)	lemma/27604
aduelo	V1		VmF	2	1	0	1	0	1	891(a0768),147044(D0722)	lemma/87649
aduenimentum	N2	n	NcB	2	1	0	0	0	2	72128(D072E),72127(D072D)	lemma/27617
aduentagium	N2	n	NcB	2	1	0	0	0	2	72134(D072F),72135(D072G)	lemma/27618
aduentio	N3B	f	NcC	2	1	0	0	0	2	72140(D0733),72139(D0732)	lemma/27621
aduentor	N3B	m	NcC	2	1	0	1	0	1	899(a0775),72144(D0737)	lemma/87658
aduentoria	N1	f	NcA	2	1	0	1	0	1	72145(D0738),900(a0776)	lemma/87660
aduentus	N4	m	NcD	6	1	0	1	0	5	72130(D073H),72129(D073G),72133(D0742),72132(D0741),72131(D0740),902(a8886)	lemma/91028
aduerbium	N2	n	NcB	2	1	0	1	0	1	905(a0779),72152(D0747)	lemma/87663
aduero	V1		VmF	2	1	0	0	0	2	147045(D0743),147046(D0744)	lemma/27629
aduersaria	N2	n	NcB	2	1	0	1	0	1	911(a1288),72155(D074A)	lemma/88239
aduersio	N3B	f	NcC	2	1	0	1	0	1	919(a0789),72158(D074D)	lemma/87673
aduersor	V1		VmF	2	1	0	1	0	1	923(a0793),147047(D0749)	lemma/87677
aduerto	V3		VmH	2	1	0	1	0	1	72162(D0751),927(a0796)	lemma/87682
aduiuo	V3		VmH	2	1	0	1	0	1	147049(D0766),931(a0800)	lemma/87686
adula	N1	f	NcA	2	1	0	0	0	2	72182(D0767),72183(D0768)	lemma/27658
adulatio	N3B	f	NcC	2	1	0	1	0	1	72186(D076B),933(a0802)	lemma/87688
adulterium	N2	n	NcB	2	1	0	1	0	1	954(a0819),72190(D0770)	lemma/87708
adumbratio	N3B	f	NcC	2	1	0	1	0	1	957(a9821),72194(D0775)	lemma/91128
adunco	V1		VmF	4	1	0	1	0	3	962(a0811),72197(D0778),72198(D0779),72196(D0777)	lemma/87698
aduncus	N2/1	*	Af-	2	1	0	1	0	1	72195(D077B),963(a0826)	lemma/87716
aduno	V1		VmF	2	1	0	1	0	1	965(a9962),147051(D0776)	lemma/91145
aduocata	N1	f	NcA	2	1	0	1	0	1	72204(D0785),966(a0794)	lemma/87678
aduoco	V1		VmF	6	1	0	1	0	5	970(a0829),72209(D0782),72208(D0781),72207(D0780),72206(D077H),72205(D077F)	lemma/87719
aduro	V3		VmH	2	1	0	1	0	1	72222(D0792),977(a0836)	lemma/87726
adytum	N2	n	NcB	2	1	0	1	0	1	72227(D079C),983(a0839)	lemma/87729
aecentia	N1	f	NcA	2	1	0	0	0	2	72228(D079F),72229(D079G)	lemma/27697
aedifex	N3B	m	NcC	2	1	0	1	0	1	988(a0844),72238(D07A4)	lemma/87735
aedificatio	N3B	f	NcC	3	1	0	1	0	2	72245(D07AD),72244(D07AC),989(a0845)	lemma/87736
aedificator	N3B	m	NcC	2	1	0	1	0	1	72247(D07AF),991(a0847)	lemma/87738
aedificatorius	N2/1	*	Af-	2	1	0	1	0	1	993(a0848),72248(D07AH)	lemma/87739
aedificium	N2	n	NcB	2	1	0	1	0	1	996(a0851),72237(D07B1)	lemma/87743
aedifico	V1		VmF	3	1	0	1	0	2	72242(D07A9),72243(D07A7),997(a0852)	lemma/87744
aedilis	N3B	m	NcC	2	1	0	0	0	2	72251(D07B3),72252(D07B4)	lemma/87747
aedilitas	N3B	f	NcC	2	1	0	1	0	1	1002(a0856),72254(D07B5)	lemma/87748
aedituus	N2	m	NcB	2	1	0	1	0	1	1009(a0863),72256(D07B7)	lemma/87758
aegithus	N2	m	NcB	2	1	0	1	0	1	72264(D07BH),1020(a0872)	lemma/87771
aegrimonia	N1	f	NcA	2	1	0	1	0	1	72267(D07C2),1029(a0881)	lemma/87782
aegrimonium	N2	n	NcB	2	1	0	1	0	1	1030(a0881),72266(D07C3)	lemma/87783
aegritudo	N3B	f	NcC	2	1	0	1	0	1	1033(a0885),72270(D07C6)	lemma/87787
aeneum	N2	n	NcB	2	1	0	1	0	1	72286(D07D5),1058(a2271)	lemma/89343
aeneus	N2/1	*	Af-	2	1	0	1	0	1	1059(a2286),72285(D07D7)	lemma/89359
aenigmatice	I		X--	2	1	0	1	0	1	1061(a0906),72291(D07D9)	lemma/87812
aenigmatista	N1	m	NcA	2	1	0	1	0	1	72292(D07DA),1062(a0907)	lemma/87813
aenulum	N2	n	NcB	2	1	0	1	0	1	1064(a0909),72296(D07DE)	lemma/87815
aenum	N2	n	NcB	2	1	0	0	0	2	72284(D07DF),72283(D07DG)	lemma/89343
aeon	N3B	m	NcC	2	1	0	1	0	1	72297(D07E0),1067(a0911)	lemma/87817
aequamentum	N2	n	NcB	2	1	0	1	0	1	1074(a0918),72302(D07E6)	lemma/87824
aequatio	N3B	f	NcC	2	1	0	1	0	1	72308(D07EC),1078(a0922)	lemma/87829
aequator	N3B	m	NcC	2	1	0	1	0	1	1079(a0923),72309(D07ED)	lemma/87830
aequilauium	N2	n	NcB	2	1	0	1	0	1	1093(a0936),72316(D07F2)	lemma/87843
aequimanus	N2/1	*	Af-	2	1	0	1	0	1	1099(a0941),72319(D07F7)	lemma/87848
aequipar	N3A	*	Af-	2	1	0	1	0	1	72321(D07F9),1102(a0944)	lemma/87851
aequipero	V1		VmF	2	1	0	1	0	1	1109(a0951),150907(D07FF)	lemma/87859
aequiternus	N2/1	*	Af-	2	1	0	1	0	1	1117(a0958),72328(D07G3)	lemma/87866
aequito	V1		VmF	2	1	0	0	0	2	152223(D07G1),152224(D07G2)	lemma/27766
aequiualentia	N1	f	NcA	2	1	0	0	0	2	72331(D07G5),72330(D07G4)	lemma/27767
aequiuocus	N2/1	*	Af-	3	1	0	1	0	2	1119(a0960),72332(D07G9),72333(D07GA)	lemma/87868
aeramentum	N2	n	NcB	2	1	0	1	0	1	1130(a0969),72345(D07H3)	lemma/87877
aerator	N3B	m	NcC	2	1	0	1	0	1	1136(a0971),72346(D07H6)	lemma/87882
aereus	N2	m	NcB	2	1	0	1	0	1	1140(a0974),72348(D07HD)	lemma/87886
aeria	N1	f	NcA	2	1	0	0	0	2	72354(D07HG),72355(D07HH)	lemma/27778
aeromantia	N1	f	NcA	2	1	0	1	0	1	1152(a0988),72359(D0805)	lemma/87902
aerugo	N3B	f	NcC	2	1	0	1	0	1	1159(a0995),72363(D080B)	lemma/87909
aes	N3B	n	NcC	2	1	0	1	0	1	72341(D080E),1168(a1004)	lemma/87918
aesculator	N3B	m	NcC	2	1	0	1	0	1	1175(a1015),72372(D0812)	lemma/87929
aesculus	N2	f	NcB	2	1	0	1	0	1	1181(a1013),72371(D0813)	lemma/87927
aestimatio	N3B	f	NcC	2	1	0	1	0	1	72383(D081C),1187(a1020)	lemma/87934
aestimium	N2	n	NcB	2	1	0	1	0	1	1192(a1023),72381(D081D)	lemma/87938
aestimum	N2	n	NcB	2	1	0	0	0	2	72380(D081F),72379(D081E)	lemma/27802
aestiua	N2	n	NcB	2	1	0	1	0	1	72385(D081G),1194(a1030)	lemma/87946
aestiuo	V1		VmF	2	1	0	1	0	1	1197(a1028),72384(D0821)	lemma/87943
aestuarium	N2	n	NcB	2	1	0	1	0	1	1202(a1032),72390(D0825)	lemma/87948
aesum	N2	n	NcB	2	1	0	1	0	1	1208(a8036),72365(D0826)	lemma/90995
aetas	N3B	f	NcC	2	1	0	1	0	1	72391(D0827),1209(a1037)	lemma/87955
aetatula	N1	f	NcA	2	1	0	1	0	1	1210(a1038),72392(D0828)	lemma/87956
aeternabilis	N3A	*	Af-	2	1	0	1	0	1	72394(D082A),1211(a1039)	lemma/87957
aeterno	V1		VmF	2	1	0	1	0	1	1214(a1042),150541(D082C)	lemma/87960
aeuum	N2	n	NcB	2	1	0	0	0	2	72409(D083B),72408(D083A)	lemma/87978
affabilis	N3A	*	Af-	2	1	0	1	0	1	1234(a1061),72426(D0849)	lemma/87982
affabilitas	N3B	f	NcC	2	1	0	1	0	1	72427(D084A),1235(a1062)	lemma/87983
affaitamentum	N2	n	NcB	2	1	0	0	0	2	72440(D0856),72441(D0857)	lemma/27870
affaito	V1		VmF	2	1	0	0	0	2	147055(D0858),147056(D0859)	lemma/27850
affamen	N3B	n	NcC	2	1	0	1	0	1	72448(D085G),1238(a1066)	lemma/87987
affamentum	N2	n	NcB	2	1	0	0	0	2	72446(D085H),72447(D0860)	lemma/27856
affare	N3B	n	NcC	2	1	0	0	0	2	72454(D0865),72455(D0866)	lemma/27861
affarium	N2	n	NcB	2	1	0	0	0	2	72453(D0869),72452(D0868)	lemma/27862
affectio	N3B	f	NcC	3	1	0	1	0	2	72475(D0879),72476(D087A),1248(a1072)	lemma/87993
affectuosus	N2/1	*	Af-	2	1	0	1	0	1	72477(D087E),1254(a1078)	lemma/88000
afficio	V5		VmM	2	1	0	1	0	1	72469(D0897),1258(a1081)	lemma/88003
affidamentum	N2	n	NcB	4	1	0	0	0	4	72511(D08A0),72510(D089H),72509(D089G),72508(D089F)	lemma/27908
affidatio	N3B	f	NcC	2	1	0	0	0	2	72514(D08A6),72513(D08A5)	lemma/27910
affido	V1		VmF	3	1	0	0	0	3	72505(D08A4),72504(D08A3),72503(D08A2)	lemma/27909
affigo	V3		VmH	2	1	0	1	0	1	147060(D08AD),1261(a1084)	lemma/88006
affiliatio	N3B	f	NcC	2	1	0	1	0	1	72520(D08AH),1263(a1086)	lemma/88008
affirmamentum	N2	n	NcB	2	1	0	0	0	2	72524(D08BD),72523(D08BC)	lemma/27929
affirmo	V1		VmF	4	1	0	1	0	3	1271(a1093),147065(D08BH),147064(D08BF),147063(D08BE)	lemma/88015
affixio	N3B	f	NcC	3	1	0	1	0	2	1273(a1094),72529(D08C7),72528(D08C6)	lemma/88016
afflictio	N3B	f	NcC	2	1	0	1	0	1	1285(a8102),72537(D08CE)	lemma/91001
afflictus	N4	m	NcD	2	1	0	1	0	1	72536(D08CH),1289(a8891)	lemma/91033
affligo	V3		VmH	2	1	0	1	0	1	1290(a1104),72535(D08D0)	lemma/88026
afflo	V1		VmF	2	1	0	1	0	1	72532(D08CB),1291(a1105)	lemma/88027
affluentia	N1	f	NcA	2	1	0	1	0	1	72541(D08D3),1292(a1106)	lemma/88028
affluitas	N3B	f	NcC	2	1	0	1	0	1	72542(D08D5),1293(a1107)	lemma/88029
affollo	V1		VmF	2	1	0	0	0	2	72551(D08DG),72550(D08DF)	lemma/27954
affor	V1		VmF	3	1	0	1	0	2	1298(a1112),72456(D0867),72457(D086A)	lemma/88034
afforamentum	N2	n	NcB	2	1	0	0	0	2	72557(D08E5),72556(D08E4)	lemma/27959
afforesto	V1		VmF	2	1	0	0	0	2	147071(D08F0),147070(D08EH)	lemma/27969
affossado	V1		VmF	2	1	0	0	0	2	149668(D08F6),149669(D08F5)	lemma/27974
affranco	V1		VmF	2	1	0	0	0	2	151320(D08FE),151319(D08FF)	lemma/27982
affronto	V1		VmF	2	1	0	0	0	2	147077(D08HD),147076(D08HC)	lemma/28013
affurcillo	V1		VmF	2	1	0	1	0	1	1308(a1120),147078(D090C)	lemma/88042
africanus	N2	m	NcB	2	1	0	0	0	2	72627(D0924),72628(D0925)	lemma/28055
africia	N1	f	NcA	2	1	0	1	0	1	72630(D0927),1311(a1123)	lemma/88045
agaga	N1	f	NcA	2	1	0	1	0	1	1312(a1124),72654(D093B)	lemma/88046
agagula	N1	f	NcA	2	1	0	1	0	1	72656(D093D),1313(a1125)	lemma/88047
agalma	N3B	n	NcC	5	1	0	1	0	4	72661(D0940),72664(D0943),72663(D0942),72662(D0941),1314(a1126)	lemma/88048
agamus	N2	m	NcB	2	1	0	1	0	1	1315(a1127),72666(D0947)	lemma/88049
agape	N3B	n	NcC	3	1	0	0	0	3	72674(D094F),72675(D094G),72676(D094H)	lemma/28094
agareni	N2/1	*	Af-	2	1	0	0	1	1	45285(3392),150410(D0954)	lemma/7443
agaso	N3B	m	NcC	2	1	0	1	0	1	72694(D095H),1320(a1131)	lemma/88054
agea	N1	f	NcA	3	1	0	1	0	2	72712(D0970),72711(D096G),1322(a1133)	lemma/88056
agellus	N2	m	NcB	3	1	0	1	0	2	1324(a1135),72721(D0979),72720(D0978)	lemma/88058
ager	N2	m	NcB	2	1	0	1	0	1	72895(D098B),1326(a1137)	lemma/88060
aggarrio	V4		VmL	2	1	0	1	0	1	150302(D0999),1330(a1139)	lemma/88063
aggaudeo	V2		VmG	2	1	0	1	0	1	1331(a1140),147079(D099A)	lemma/88064
agger	N3B	m	NcC	2	1	0	1	0	1	1336(a1145),72753(D099D)	lemma/88069
aggero	V1		VmF	2	1	0	1	0	1	1340(a1150),152336(D099E)	lemma/88074
aggestus	N4	m	NcD	2	1	0	1	0	1	1344(a8893),72756(D09A0)	lemma/91036
aggrauatio	N3B	f	NcC	2	1	0	1	0	1	72763(D09AB),1348(a1155)	lemma/88079
aggregatio	N3B	f	NcC	2	1	0	1	0	1	1353(a9966),72770(D09B3)	lemma/91149
aggressura	N1	f	NcA	2	1	0	1	0	1	1357(a1162),72774(D09B7)	lemma/88087
aggressus	N4	m	NcD	2	1	0	1	0	1	72772(D09B8),1358(a1202)	lemma/88132
agia	N1	f	NcA	3	1	0	0	0	3	72777(D09BC),72778(D09BD),72779(D09BE)	lemma/28194
agina	N1	f	NcA	3	1	0	1	0	2	1362(a1167),72796(D09CE),72797(D09CF)	lemma/88094
agino	V1		VmF	2	1	0	1	0	1	72795(D09CH),1364(a1169)	lemma/88096
agipes	N3A	*	Af-	2	1	0	1	0	1	72805(D09D5),1365(a1170)	lemma/88097
agitatio	N3B	f	NcC	2	1	0	1	0	1	72812(D09DC),1367(a1172)	lemma/88099
agla	N1	f	NcA	2	1	0	0	0	2	72815(D09E0),72814(D09DH)	lemma/28225
agmen	N3B	n	NcC	2	1	0	1	0	1	72821(D09EA),1375(a1179)	lemma/88106
agnatio	N3B	f	NcC	3	1	0	1	0	2	1383(a1185),72833(D09F6),72832(D09F5)	lemma/88112
agnile	N3B	n	NcC	2	1	0	1	0	1	1394(a1193),72841(D09FG)	lemma/88122
agnina	N1	f	NcA	2	1	0	1	0	1	72843(D09G0),1395(a1194)	lemma/88124
agnitio	N3B	f	NcC	2	1	0	1	0	1	1397(a1195),72844(D09G1)	lemma/88125
agnomentum	N2	n	NcB	2	1	0	1	0	1	1402(a1199),72847(D09G4)	lemma/88129
agnulus	N2	m	NcB	2	1	0	1	0	1	1409(a1206),72849(D09G6)	lemma/88136
agnus	N2	m	NcB	2	1	0	1	0	1	72827(D09G7),1410(a1207)	lemma/88138
ago	V3		VmH	2	1	0	1	0	1	1412(a1208),72645(D098G)	lemma/88140
agon	N3B	m	NcC	2	1	0	1	0	1	72859(D09H1),1415(a1211)	lemma/88143
agonista	N1	f	NcA	2	1	0	0	0	2	72868(D09HA),72867(D09H9)	lemma/28271
agonisticus	N2/1	*	Af-	2	1	0	1	0	1	1420(a1215),72870(D09HD)	lemma/88150
agonizo	V1		VmF	4	1	0	0	0	4	147084(D0A00),147083(D09HH),147081(D09HF),147082(D09HG)	lemma/88152
agonus	N2	m	NcB	2	1	0	1	0	1	1428(a1220),72860(D0A07)	lemma/88157
agoranomus	N2	m	NcB	2	1	0	1	0	1	1429(a1221),72880(D0A08)	lemma/88158
agorius	N2/1	*	Af-	2	1	0	0	1	1	72879(D0A0C),45416(3677)	lemma/28283
agra	N1	f	NcA	2	1	0	0	0	2	72892(D0A13),72893(D0A14)	lemma/28292
agraticum	N2	n	NcB	2	1	0	1	0	1	72916(D0A2A),1437(a1227)	lemma/88166
agrauo	V1		VmF	2	1	0	0	0	2	149943(D0A2D),149944(D0A2E)	lemma/28318
agricolatio	N3B	f	NcC	2	1	0	1	0	1	1447(a1235),72943(D0A4A)	lemma/88176
agrimonia	N1	f	NcA	2	1	0	1	0	1	72955(D0A55),1451(a1239)	lemma/88180
agro	N		NcP	2	1	0	0	0	2	72978(D0A6A),72977(D0A69)	lemma/28378
aguilla	N1	f	NcA	2	1	0	0	0	2	73000(D0A7H),73001(D0A80)	lemma/28403
agula	N1	f	NcA	2	1	0	0	0	2	73006(D0A86),73007(D0A87)	lemma/28409
agulha	N1	f	NcA	2	1	0	0	0	2	73011(D0A8A),73010(D0A89)	lemma/28411
agulia	N1	f	NcA	2	1	0	0	0	2	73014(D0A8D),73015(D0A8E)	lemma/28414
aia	N1	f	NcA	2	1	0	0	0	2	73040(D0AA9),73041(D0AAA)	lemma/28444
aiacentiae	N1	f	NcA	2	1	0	0	0	2	73045(D0AAB),73044(D0AAE)	lemma/28445
aiacis	N3B	f	NcC	2	1	0	0	0	2	73042(D0AAC),73043(D0AAD)	lemma/28446
aiuga	N1	f	NcA	2	1	0	1	0	1	73099(D0ADG),1464(a1253)	lemma/88195
ala	N1	f	NcA	8	1	0	1	0	7	73113(D0AEF),73112(D0AEE),73111(D0AED),73115(D0AEH),73109(D0AEB),73110(D0AEC),73114(D0AEG),1466(a1256)	lemma/88198
alabandicus	N2/1	*	Af-	2	1	0	0	1	1	45514(3854),73130(D0AF4)	lemma/28513
alabrum	N2	n	NcB	2	1	0	1	0	1	73142(D0AG1),1471(a1261)	lemma/88204
alacrimonia	N1	f	NcA	2	1	0	1	0	1	73147(D0AG7),1473(a1263)	lemma/88206
alae	N1	f	NcA	3	1	0	0	0	3	73121(D0AGE),73122(D0AGD),73123(D0AGF)	lemma/28535
alapa	N1	f	NcA	2	1	0	1	0	1	1475(a1265),73171(D0B00)	lemma/88208
alapator	N3B	m	NcC	2	1	0	1	0	1	73175(D0B03),1476(a1266)	lemma/88209
alargo	V1		VmF	2	1	0	0	0	2	150861(D0B10),150862(D0B0H)	lemma/28565
alaris	N3A	*	Af-	2	1	0	1	0	1	73182(D0B14),1479(a1268)	lemma/88213
alatus	N2/1	*	Af-	2	0	1	1	0	1	73188(D0B1F),1483(a1272)	hypolemma/77838
alauda	N1	f	NcA	2	1	0	1	0	1	1484(a1273),73197(D0B20)	lemma/88219
alausa	N1	f	NcA	2	1	0	1	0	1	73204(D0B28),1485(a1274)	lemma/88220
alba	N1	f	NcA	9	1	0	1	0	8	73212(D0B2C),73213(D0B2D),73214(D0B2E),73216(D0B2G),73217(D0B2H),73218(D0B30),73211(D0B2B),73215(D0B2F),1486(a1311)	lemma/88266
albani	N2/1	*	Af-	2	1	0	0	1	1	73238(D0B3G),45565(3935)	lemma/9878
albara	N1	f	NcA	2	1	0	0	0	2	73249(D0B46),73248(D0B47)	lemma/28611
albaranus	N2	m	NcB	2	1	0	0	0	2	73252(D0B4A),73253(D0B4B)	lemma/28613
albarellus	N2	m	NcB	2	1	0	0	0	2	73257(D0B4G),73258(D0B4H)	lemma/28616
albarium	N2	n	NcB	2	1	0	1	0	1	1490(a1277),73251(D0B52)	lemma/88226
albata	N1	f	NcA	2	1	0	0	0	2	73264(D0B59),73263(D0B58)	lemma/28623
alberc	N		NcP	2	1	0	0	0	2	73283(D0B67),73282(D0B68)	lemma/28636
albergator	N3B	m	NcC	2	1	0	0	0	2	73287(D0B6B),73288(D0B6C)	lemma/28639
albicasco	V3		VmH	2	1	0	1	0	1	1501(a1285),147086(D0B80)	lemma/88236
albineus	N2/1	*	Af-	2	1	0	1	0	1	73321(D0B8G),1510(a1295)	lemma/88247
albini	N2	m	NcB	2	1	0	0	0	2	73318(D0B8H),73319(D0B90)	lemma/28675
albinum	N2	n	NcB	2	1	0	0	0	2	73317(D0B93),73316(D0B92)	lemma/28677
albo	V1		VmF	3	1	0	1	0	2	73208(D0B4E),73209(D0B4F),1514(a1299)	lemma/88251
albor	N3B	m	NcC	2	1	0	1	0	1	1517(a1302),73330(D0B9E)	lemma/88254
albugo	N3B	f	NcC	2	1	0	1	0	1	73337(D0BA5),1520(a1305)	lemma/88258
album	N2	n	NcB	2	1	0	1	0	1	1522(a1311),73207(D0BA7)	lemma/88267
alburnum	N2	n	NcB	2	1	0	1	0	1	73344(D0BAD),1525(a1310)	lemma/88264
alburnus	N2	m	NcB	2	1	0	1	0	1	1526(a1310),73343(D0BAF)	lemma/88263
albus	N2	m	NcB	2	1	0	0	0	2	73219(D0BAH),73220(D0BB0)	lemma/28698
albus	N2/1	*	Af-	3	1	0	1	1	1	73210(D0BAG),45621(4040),1527(a1311)	lemma/88265
alce	N1	f	NcA	2	1	0	1	0	1	73346(D0BC3),1531(a1312)	lemma/88268
alcea	N1	f	NcA	2	1	0	1	0	1	1532(a1313),73367(D0BC4)	lemma/88270
alcedo	N3B	f	NcC	2	1	0	1	0	1	73368(D0BC5),1533(a1314)	lemma/88271
alcus	N2	m	NcB	3	1	0	0	0	3	73348(D0BDF),73349(D0BDG),73347(D0BDE)	lemma/28739
aldea	N1	f	NcA	2	1	0	0	0	2	73397(D0BE1),73398(D0BE0)	lemma/28741
alea	N1	f	NcA	4	1	0	1	0	3	73407(D0BEB),73406(D0BEA),73408(D0BEC),1545(a1324)	lemma/88282
alectoria	N1	f	NcA	2	1	0	1	0	1	73421(D0BF4),1552(a1330)	lemma/88290
alena	N1	f	NcA	2	1	0	0	0	2	73435(D0BG3),73434(D0BG2)	lemma/28773
aleo	N3B	m	NcC	2	1	0	1	0	1	73444(D0BGA),1554(a1331)	lemma/88291
ales	N3B	2	NcC	2	1	0	1	0	1	73455(D0BH3),1555(a1332)	lemma/88292
aletudo	N3B	f	NcC	2	1	0	1	0	1	1558(a1335),73459(D0BH9)	lemma/88295
aleya	N1	f	NcA	2	1	0	0	0	2	73468(D0C03),73469(D0C04)	lemma/28802
alfenus	N2/1	*	Af-	2	1	0	0	1	1	45761(4215),73480(D0C0E)	lemma/28812
alfita	N1	f	NcA	2	1	0	0	0	2	73488(D0C14),73487(D0C13)	lemma/28819
algebra	N1	f	NcA	2	1	0	0	0	2	73510(D0C2A),73509(D0C29)	lemma/28841
algus	N4	m	NcD	2	1	0	1	0	1	73497(D0C3B),1571(a1345)	lemma/88308
alia	N1	f	NcA	2	1	0	0	0	2	73538(D0C42),73537(D0C41)	lemma/88282
aliatus	N2/1	*	Af-	2	1	0	1	0	1	1574(a0879),73548(D0C4D)	lemma/87779
alica	N1	f	NcA	2	1	0	1	0	1	73559(D0C55),1577(a1350)	lemma/88313
alicula	N1	f	NcA	2	1	0	1	0	1	1584(a1322),73562(D0C59)	lemma/88280
alieniloquium	N2	n	NcB	2	1	0	1	0	1	1592(a1360),73569(D0C60)	lemma/88327
alienus	N2/1	*	Af-	3	1	0	1	0	2	1597(a1363),73567(D0C62),73566(D0C61)	lemma/88330
alimma	N3B	n	NcC	2	1	0	1	0	1	73596(D0C7E),1603(a1368)	lemma/88337
alimonia	N1	f	NcA	2	1	0	1	0	1	73599(D0C7G),1605(a1370)	lemma/88339
alimonium	N2	n	NcB	2	1	0	1	0	1	1606(a1370),73597(D0C7H)	lemma/88340
alipilarius	N2	m	NcB	2	1	0	1	0	1	73619(D0C93),1609(a1375)	lemma/88345
alito	V1		VmF	2	1	0	1	0	1	73646(D0CAD),1633(a1379)	lemma/88349
alitudo	N3B	f	NcC	2	1	0	1	0	1	73658(D0CB7),1634(a1380)	lemma/88350
aliubi	I		X--	2	1	0	1	0	1	73661(D0CBC),1636(a9214)	lemma/91102
